time posx posy posz velx vely velz accx accy accz omg1 omg2 omg3 omg4 epot ecin emec 
38.90 7.58 6.68 10.01 -0.10 -0.24 0.00 -0.22 0.11 0.00 1.76 1.56 1.36 1.56 98.09 0.03 98.13 
38.95 7.57 6.67 10.01 -0.11 -0.24 0.00 -0.21 0.11 0.00 1.56 1.36 1.56 1.76 98.09 0.03 98.13 
39.00 7.57 6.66 10.01 -0.13 -0.23 0.00 -0.20 0.11 0.00 1.36 1.56 1.76 1.56 98.09 0.03 98.13 
39.05 7.56 6.64 10.01 -0.13 -0.22 0.00 -0.19 0.12 0.00 1.56 1.76 1.56 1.36 98.09 0.03 98.13 
39.10 7.55 6.63 10.01 -0.14 -0.22 0.00 -0.19 0.13 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.13 
39.15 7.54 6.62 10.01 -0.15 -0.21 0.00 -0.19 0.13 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.13 
39.20 7.54 6.61 10.01 -0.16 -0.20 -0.00 -0.18 0.13 -0.04 1.43 1.63 1.69 1.49 98.09 0.03 98.13 
39.25 7.53 6.60 10.01 -0.17 -0.20 -0.00 -0.17 0.14 0.01 1.76 1.56 1.36 1.56 98.09 0.03 98.13 
39.30 7.52 6.59 10.01 -0.18 -0.19 -0.00 -0.17 0.14 0.00 1.56 1.36 1.56 1.76 98.09 0.03 98.13 
39.35 7.51 6.58 10.01 -0.19 -0.18 -0.00 -0.16 0.14 0.01 1.36 1.56 1.76 1.56 98.09 0.03 98.13 
39.40 7.50 6.58 10.01 -0.19 -0.18 -0.00 -0.15 0.15 0.00 1.56 1.76 1.56 1.36 98.09 0.03 98.13 
39.45 7.49 6.57 10.01 -0.20 -0.17 0.00 -0.14 0.15 0.00 1.76 1.56 1.36 1.56 98.09 0.03 98.13 
39.50 7.48 6.56 10.01 -0.21 -0.16 0.00 -0.14 0.16 0.00 1.56 1.36 1.56 1.76 98.09 0.03 98.13 
39.55 7.47 6.55 10.01 -0.22 -0.15 -0.00 -0.13 0.16 -0.02 1.40 1.60 1.72 1.52 98.09 0.03 98.13 
39.60 7.46 6.55 10.01 -0.22 -0.14 -0.00 -0.12 0.16 -0.03 1.66 1.66 1.46 1.46 98.09 0.03 98.13 
39.65 7.44 6.54 10.01 -0.23 -0.14 -0.00 -0.12 0.16 0.02 1.76 1.56 1.36 1.56 98.09 0.04 98.13 
39.70 7.43 6.53 10.01 -0.23 -0.13 -0.00 -0.11 0.17 0.01 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
39.75 7.42 6.53 10.01 -0.24 -0.12 -0.00 -0.10 0.16 0.01 1.36 1.56 1.76 1.56 98.09 0.04 98.13 
39.80 7.41 6.52 10.01 -0.24 -0.11 -0.00 -0.10 0.17 0.01 1.56 1.76 1.56 1.36 98.09 0.04 98.13 
39.85 7.40 6.52 10.01 -0.25 -0.10 0.00 -0.09 0.17 0.01 1.76 1.56 1.36 1.56 98.09 0.04 98.13 
39.90 7.38 6.51 10.01 -0.25 -0.09 0.00 -0.09 0.17 0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
39.95 7.37 6.51 10.01 -0.26 -0.09 0.00 -0.08 0.17 0.00 1.36 1.56 1.76 1.56 98.09 0.04 98.13 
40.00 7.36 6.50 10.01 -0.26 -0.08 0.00 -0.07 0.17 0.00 1.56 1.76 1.56 1.36 98.09 0.04 98.13 
40.05 7.34 6.50 10.01 -0.26 -0.07 0.00 -0.06 0.18 0.00 1.76 1.56 1.36 1.56 98.09 0.04 98.13 
40.10 7.33 6.50 10.01 -0.26 -0.06 0.00 -0.06 0.18 0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
40.15 7.32 6.50 10.01 -0.27 -0.05 0.00 -0.05 0.18 0.00 1.36 1.56 1.76 1.56 98.09 0.04 98.13 
40.20 7.30 6.49 10.01 -0.27 -0.04 0.00 -0.04 0.18 -0.00 1.76 1.56 1.36 1.56 98.09 0.04 98.13 
40.25 7.29 6.49 10.01 -0.27 -0.03 0.00 -0.04 0.18 -0.00 1.56 1.36 1.56 1.76 98.09 0.04 98.13 
40.30 7.28 6.49 10.01 -0.27 -0.02 0.00 -0.03 0.17 -0.00 1.56 1.76 1.56 1.36 98.09 0.04 98.13 
40.35 7.26 6.49 10.01 -0.27 -0.02 0.00 -0.02 0.17 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.13 
40.40 7.25 6.49 10.01 -0.28 -0.01 0.00 -0.02 0.17 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.13 
40.45 7.24 6.49 10.01 -0.28 0.00 0.00 -0.01 0.17 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.13 
40.50 7.22 6.49 10.01 -0.28 0.01 0.00 -0.00 0.16 -0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.13 
40.55 7.21 6.49 10.01 -0.28 0.02 0.00 0.00 0.16 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.13 
40.60 7.19 6.49 10.01 -0.28 0.03 0.00 0.01 0.16 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
40.65 7.18 6.50 10.01 -0.28 0.03 0.00 0.01 0.16 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.14 
40.70 7.17 6.50 10.01 -0.27 0.04 0.00 0.02 0.15 -0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.14 
40.75 7.15 6.50 10.01 -0.27 0.05 0.00 0.03 0.15 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.14 
40.80 7.14 6.50 10.01 -0.27 0.06 0.00 0.03 0.15 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
40.85 7.13 6.51 10.01 -0.27 0.06 0.00 0.04 0.15 -0.00 1.36 1.56 1.76 1.56 98.10 0.04 98.14 
40.90 7.11 6.51 10.01 -0.27 0.07 0.00 0.05 0.15 -0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.14 
40.95 7.10 6.52 10.01 -0.26 0.08 0.00 0.05 0.15 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.14 
41.00 7.09 6.52 10.01 -0.26 0.09 0.00 0.06 0.14 -0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.14 
41.05 7.07 6.52 10.01 -0.26 0.09 0.00 0.06 0.14 -0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.14 
41.10 7.06 6.53 10.01 -0.26 0.10 0.00 0.07 0.14 -0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.14 
41.15 7.05 6.54 10.01 -0.25 0.11 -0.00 0.07 0.13 -0.03 1.51 1.41 1.61 1.71 98.10 0.04 98.13 
41.20 7.04 6.54 10.01 -0.25 0.11 -0.00 0.07 0.13 0.01 1.36 1.56 1.76 1.56 98.10 0.04 98.13 
41.25 7.02 6.55 10.01 -0.24 0.12 -0.00 0.08 0.12 0.00 1.56 1.76 1.56 1.36 98.10 0.04 98.13 
41.30 7.01 6.55 10.01 -0.24 0.12 -0.00 0.09 0.12 0.00 1.76 1.56 1.36 1.56 98.10 0.04 98.13 
41.35 7.00 6.56 10.01 -0.24 0.13 -0.00 0.09 0.12 0.00 1.56 1.36 1.56 1.76 98.10 0.04 98.13 
41.40 6.99 6.57 10.01 -0.23 0.14 -0.00 0.09 0.11 -0.03 1.41 1.61 1.71 1.51 98.10 0.04 98.13 
41.45 6.98 6.57 10.01 -0.23 0.14 -0.00 0.10 0.11 0.01 1.56 1.76 1.56 1.36 98.10 0.04 98.13 
41.50 6.97 6.58 10.01 -0.22 0.15 -0.00 0.10 0.11 0.01 1.76 1.56 1.36 1.56 98.10 0.04 98.13 
41.55 6.96 6.59 10.01 -0.22 0.15 -0.00 0.10 0.11 0.01 1.56 1.36 1.56 1.76 98.09 0.03 98.13 
41.60 6.95 6.60 10.01 -0.21 0.16 -0.00 0.11 0.10 -0.04 1.45 1.65 1.67 1.47 98.09 0.03 98.13 
41.65 6.94 6.61 10.01 -0.20 0.16 -0.00 0.11 0.10 -0.02 1.64 1.68 1.48 1.44 98.09 0.03 98.13 
41.70 6.93 6.61 10.01 -0.20 0.17 -0.00 0.11 0.09 0.02 1.76 1.56 1.36 1.56 98.09 0.03 98.12 
41.75 6.92 6.62 10.01 -0.19 0.17 -0.00 0.11 0.09 0.01 1.56 1.36 1.56 1.76 98.09 0.03 98.12 
41.80 6.91 6.63 10.01 -0.19 0.17 -0.00 0.11 0.08 0.01 1.36 1.56 1.76 1.56 98.09 0.03 98.12 
41.85 6.90 6.64 10.01 -0.18 0.18 -0.00 0.12 0.08 0.01 1.56 1.76 1.56 1.36 98.09 0.03 98.12 
41.90 6.89 6.65 10.01 -0.18 0.18 0.00 0.12 0.08 0.01 1.76 1.56 1.36 1.56 98.09 0.03 98.12 
41.95 6.88 6.66 10.01 -0.17 0.19 0.00 0.12 0.07 0.01 1.56 1.36 1.56 1.76 98.09 0.03 98.12 
42.00 6.87 6.67 10.01 -0.16 0.19 0.00 0.12 0.06 0.00 1.36 1.56 1.76 1.56 98.09 0.03 98.12 
42.05 6.87 6.68 10.01 -0.16 0.19 0.00 0.12 0.06 0.00 1.56 1.76 1.56 1.36 98.09 0.03 98.12 
42.10 6.86 6.69 10.01 -0.15 0.19 0.00 0.12 0.06 0.00 1.76 1.56 1.36 1.56 98.09 0.03 98.12 
42.15 6.85 6.70 10.01 -0.15 0.20 0.00 0.12 0.05 0.00 1.56 1.36 1.56 1.76 98.09 0.03 98.12 
42.20 6.84 6.71 10.01 -0.14 0.20 0.00 0.13 0.04 0.00 1.36 1.56 1.76 1.56 98.09 0.03 98.12 
42.25 6.84 6.72 10.01 -0.13 0.20 0.00 0.13 0.04 -0.00 1.56 1.76 1.56 1.36 98.09 0.03 98.12 
42.30 6.83 6.73 10.01 -0.13 0.20 0.00 0.13 0.04 -0.00 1.76 1.56 1.36 1.56 98.09 0.03 98.12 
42.35 6.83 6.74 10.01 -0.12 0.21 0.00 0.13 0.03 -0.00 1.36 1.56 1.76 1.56 98.09 0.03 98.12 
42.40 6.82 6.75 10.01 -0.11 0.21 0.00 0.13 0.03 -0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.12 
42.45 6.81 6.76 10.01 -0.11 0.21 0.00 0.13 0.03 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.12 
42.50 6.81 6.77 10.01 -0.10 0.21 0.00 0.13 0.03 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.12 
42.55 6.81 6.78 10.01 -0.09 0.21 0.00 0.13 0.02 -0.00 1.36 1.56 1.76 1.56 98.10 0.03 98.12 
42.60 6.80 6.79 10.01 -0.09 0.21 0.00 0.13 0.02 -0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.12 
42.65 6.80 6.80 10.01 -0.08 0.21 0.00 0.13 0.02 -0.00 1.76 1.56 1.36 1.56 98.10 0.03 98.12 
42.70 6.79 6.81 10.01 -0.07 0.21 0.00 0.13 0.02 -0.00 1.56 1.36 1.56 1.76 98.10 0.03 98.12 
42.75 6.79 6.82 10.01 -0.07 0.21 0.00 0.13 0.01 -0.00 1.56 1.76 1.56 1.36 98.10 0.03 98.12 
42.80 6.79 6.83 10.01 -0.06 0.21 0.00 0.13 0.01 -0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
42.85 6.79 6.84 10.01 -0.05 0.22 0.00 0.12 0.00 -0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
42.90 6.78 6.86 10.01 -0.05 0.21 0.00 0.12 -0.00 -0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
42.95 6.78 6.87 10.01 -0.04 0.21 0.00 0.12 -0.01 -0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.12 
43.00 6.78 6.88 10.01 -0.04 0.21 -0.00 0.12 -0.01 -0.04 1.69 1.49 1.43 1.63 98.10 0.02 98.12 
43.05 6.78 6.89 10.01 -0.03 0.21 -0.00 0.12 -0.01 0.01 1.56 1.36 1.56 1.76 98.10 0.02 98.12 
43.10 6.78 6.90 10.01 -0.02 0.21 -0.00 0.12 -0.02 0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.12 
43.15 6.78 6.91 10.01 -0.02 0.21 -0.00 0.12 -0.03 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.12 
43.20 6.78 6.92 10.01 -0.01 0.21 -0.00 0.12 -0.03 0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.12 
43.25 6.78 6.93 10.01 -0.01 0.21 -0.00 0.11 -0.03 -0.03 1.49 1.43 1.63 1.69 98.10 0.02 98.12 
43.30 6.78 6.94 10.01 -0.00 0.21 -0.00 0.12 -0.04 0.02 1.36 1.56 1.76 1.56 98.09 0.02 98.12 
43.35 6.78 6.95 10.01 0.00 0.20 -0.00 0.12 -0.04 0.01 1.56 1.76 1.56 1.36 98.09 0.02 98.12 
43.40 6.78 6.96 10.01 0.01 0.20 -0.00 0.12 -0.04 0.01 1.76 1.56 1.36 1.56 98.09 0.02 98.11 
43.45 6.78 6.97 10.01 0.02 0.20 -0.00 0.11 -0.05 0.01 1.56 1.36 1.56 1.76 98.09 0.02 98.11 
43.50 6.78 6.98 10.01 0.02 0.20 0.00 0.11 -0.05 0.00 1.36 1.56 1.76 1.56 98.09 0.02 98.11 
43.55 6.78 6.99 10.01 0.03 0.19 0.00 0.11 -0.05 0.00 1.56 1.76 1.56 1.36 98.09 0.02 98.11 
43.60 6.78 7.00 10.01 0.03 0.19 0.00 0.11 -0.06 0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.11 
43.65 6.78 7.01 10.01 0.04 0.19 0.00 0.11 -0.06 0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.11 
43.70 6.79 7.02 10.01 0.04 0.19 0.00 0.11 -0.06 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.11 
43.75 6.79 7.03 10.01 0.05 0.18 0.00 0.11 -0.06 0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.11 
43.80 6.79 7.04 10.01 0.05 0.18 0.00 0.10 -0.06 0.00 1.56 1.36 1.56 1.76 98.10 0.02 98.11 
43.85 6.79 7.04 10.01 0.06 0.18 -0.00 0.10 -0.06 -0.04 1.45 1.65 1.67 1.47 98.09 0.02 98.11 
43.90 6.80 7.05 10.01 0.06 0.17 -0.00 0.10 -0.07 0.02 1.76 1.56 1.36 1.56 98.09 0.02 98.11 
43.95 6.80 7.06 10.01 0.07 0.17 -0.00 0.09 -0.07 0.01 1.56 1.36 1.56 1.76 98.09 0.02 98.11 
44.00 6.81 7.07 10.01 0.07 0.17 -0.00 0.09 -0.08 0.01 1.36 1.56 1.76 1.56 98.09 0.02 98.11 
44.05 6.81 7.08 10.01 0.08 0.16 0.00 0.09 -0.08 0.00 1.56 1.76 1.56 1.36 98.09 0.02 98.11 
44.10 6.81 7.08 10.01 0.08 0.16 0.00 0.09 -0.08 0.00 1.76 1.56 1.36 1.56 98.09 0.02 98.11 
44.15 6.82 7.09 10.01 0.09 0.15 0.00 0.08 -0.08 0.00 1.36 1.56 1.76 1.56 98.10 0.02 98.11 
44.20 6.82 7.10 10.01 0.09 0.15 0.00 0.08 -0.08 0.00 1.56 1.76 1.56 1.36 98.10 0.02 98.11 
44.25 6.83 7.11 10.01 0.09 0.15 0.00 0.08 -0.08 0.00 1.76 1.56 1.36 1.56 98.10 0.02 98.11 
44.30 6.83 7.11 10.01 0.10 0.14 0.00 0.07 -0.08 0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
44.35 6.84 7.12 10.01 0.10 0.14 0.00 0.07 -0.09 0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
44.40 6.84 7.13 10.01 0.10 0.13 0.00 0.07 -0.09 0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
44.45 6.85 7.13 10.01 0.11 0.13 0.00 0.06 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
44.50 6.85 7.14 10.01 0.11 0.12 0.00 0.05 -0.09 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
44.55 6.86 7.14 10.01 0.11 0.12 0.00 0.05 -0.09 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
44.60 6.87 7.15 10.01 0.12 0.11 0.00 0.05 -0.09 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
44.65 6.87 7.16 10.01 0.12 0.11 0.00 0.04 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
44.70 6.88 7.16 10.01 0.12 0.10 0.00 0.04 -0.10 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
44.75 6.88 7.17 10.01 0.12 0.10 0.00 0.03 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
44.80 6.89 7.17 10.01 0.12 0.09 0.00 0.03 -0.10 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
44.85 6.90 7.17 10.01 0.12 0.09 0.00 0.03 -0.10 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
44.90 6.90 7.18 10.01 0.13 0.08 0.00 0.03 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
44.95 6.91 7.18 10.01 0.13 0.08 0.00 0.03 -0.10 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
45.00 6.92 7.19 10.01 0.13 0.07 0.00 0.02 -0.10 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
45.05 6.92 7.19 10.01 0.13 0.07 0.00 0.02 -0.10 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
45.10 6.93 7.19 10.01 0.13 0.06 0.00 0.02 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
45.15 6.93 7.20 10.01 0.13 0.06 0.00 0.02 -0.10 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
45.20 6.94 7.20 10.01 0.13 0.05 0.00 0.01 -0.10 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
45.25 6.95 7.20 10.01 0.13 0.05 0.00 0.01 -0.10 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
45.30 6.95 7.20 10.01 0.13 0.05 0.00 0.01 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
45.35 6.96 7.20 10.01 0.13 0.04 0.00 0.01 -0.10 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
45.40 6.97 7.21 10.01 0.13 0.04 0.00 0.01 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
45.45 6.97 7.21 10.01 0.13 0.03 0.00 0.00 -0.09 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
45.50 6.98 7.21 10.01 0.13 0.03 0.00 -0.00 -0.10 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
45.55 6.99 7.21 10.01 0.13 0.02 0.00 -0.00 -0.09 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
45.60 6.99 7.21 10.01 0.13 0.02 0.00 -0.00 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
45.65 7.00 7.21 10.01 0.13 0.01 0.00 -0.01 -0.09 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
45.70 7.01 7.21 10.01 0.13 0.01 0.00 -0.01 -0.09 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
45.75 7.01 7.21 10.01 0.13 0.00 0.00 -0.01 -0.09 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
45.80 7.02 7.21 10.01 0.13 -0.00 0.00 -0.01 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
45.85 7.03 7.21 10.01 0.13 -0.01 0.00 -0.02 -0.09 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
45.90 7.03 7.21 10.01 0.13 -0.01 0.00 -0.02 -0.09 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
45.95 7.04 7.21 10.01 0.13 -0.02 0.00 -0.02 -0.09 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
46.00 7.05 7.21 10.01 0.13 -0.02 0.00 -0.02 -0.09 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
46.05 7.05 7.21 10.01 0.13 -0.02 -0.00 -0.03 -0.09 -0.04 1.48 1.44 1.64 1.68 98.10 0.01 98.11 
46.10 7.06 7.21 10.01 0.12 -0.03 -0.00 -0.03 -0.09 0.02 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
46.15 7.06 7.20 10.01 0.12 -0.03 -0.00 -0.03 -0.09 0.01 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
46.20 7.07 7.20 10.01 0.12 -0.04 -0.00 -0.03 -0.08 0.01 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
46.25 7.08 7.20 10.01 0.12 -0.04 -0.00 -0.04 -0.08 0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
46.30 7.08 7.20 10.01 0.12 -0.04 -0.00 -0.04 -0.08 0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
46.35 7.09 7.19 10.01 0.12 -0.05 -0.00 -0.04 -0.08 0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
46.40 7.09 7.19 10.01 0.11 -0.05 0.00 -0.04 -0.07 0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
46.45 7.10 7.19 10.01 0.11 -0.06 0.00 -0.05 -0.07 0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
46.50 7.10 7.19 10.01 0.11 -0.06 0.00 -0.05 -0.07 0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
46.55 7.11 7.18 10.01 0.11 -0.06 0.00 -0.05 -0.07 0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
46.60 7.12 7.18 10.01 0.10 -0.07 0.00 -0.05 -0.07 0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
46.65 7.12 7.18 10.01 0.10 -0.07 0.00 -0.05 -0.06 0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
46.70 7.13 7.17 10.01 0.10 -0.07 0.00 -0.06 -0.07 0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
46.75 7.13 7.17 10.01 0.10 -0.08 0.00 -0.05 -0.06 0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
46.80 7.13 7.16 10.01 0.09 -0.08 0.00 -0.06 -0.06 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
46.85 7.14 7.16 10.01 0.09 -0.08 0.00 -0.06 -0.06 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
46.90 7.14 7.16 10.01 0.09 -0.08 0.00 -0.06 -0.06 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
46.95 7.15 7.15 10.01 0.08 -0.09 0.00 -0.06 -0.05 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
47.00 7.15 7.15 10.01 0.08 -0.09 0.00 -0.07 -0.05 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
47.05 7.16 7.14 10.01 0.08 -0.09 0.00 -0.07 -0.05 0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
47.10 7.16 7.14 10.01 0.07 -0.09 0.00 -0.07 -0.05 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
47.15 7.16 7.13 10.01 0.07 -0.10 0.00 -0.07 -0.05 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
47.20 7.17 7.13 10.01 0.07 -0.10 0.00 -0.08 -0.04 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
47.25 7.17 7.12 10.01 0.06 -0.10 0.00 -0.08 -0.04 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
47.30 7.17 7.12 10.01 0.06 -0.10 0.00 -0.07 -0.04 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
47.35 7.17 7.11 10.01 0.05 -0.10 0.00 -0.07 -0.03 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
47.40 7.18 7.11 10.01 0.05 -0.11 0.00 -0.08 -0.03 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
47.45 7.18 7.10 10.01 0.05 -0.11 0.00 -0.08 -0.03 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
47.50 7.18 7.10 10.01 0.04 -0.11 0.00 -0.07 -0.02 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
47.55 7.18 7.09 10.01 0.04 -0.11 0.00 -0.08 -0.01 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
47.60 7.18 7.08 10.01 0.04 -0.11 0.00 -0.08 -0.01 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
47.65 7.19 7.08 10.01 0.03 -0.11 0.00 -0.08 -0.01 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
47.70 7.19 7.07 10.01 0.03 -0.11 0.00 -0.08 -0.01 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
47.75 7.19 7.07 10.01 0.02 -0.11 0.00 -0.08 -0.00 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
47.80 7.19 7.06 10.01 0.02 -0.11 0.00 -0.07 -0.01 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
47.85 7.19 7.06 10.01 0.02 -0.11 0.00 -0.07 -0.00 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
47.90 7.19 7.05 10.01 0.01 -0.11 0.00 -0.07 0.00 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
47.95 7.19 7.05 10.01 0.01 -0.11 0.00 -0.07 0.00 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
48.00 7.19 7.04 10.01 0.01 -0.11 0.00 -0.07 0.00 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
48.05 7.19 7.03 10.01 0.00 -0.11 0.00 -0.06 0.01 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
48.10 7.19 7.03 10.01 -0.00 -0.11 0.00 -0.06 0.01 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
48.15 7.19 7.02 10.01 -0.00 -0.11 0.00 -0.06 0.01 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
48.20 7.19 7.02 10.01 -0.01 -0.11 0.00 -0.06 0.01 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
48.25 7.19 7.01 10.01 -0.01 -0.11 0.00 -0.06 0.01 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
48.30 7.19 7.01 10.01 -0.01 -0.11 0.00 -0.06 0.02 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
48.35 7.19 7.00 10.01 -0.02 -0.11 0.00 -0.06 0.02 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
48.40 7.19 7.00 10.01 -0.02 -0.11 0.00 -0.06 0.02 -0.00 1.36 1.56 1.76 1.56 98.10 0.01 98.11 
48.45 7.19 6.99 10.01 -0.02 -0.10 0.00 -0.05 0.02 -0.00 1.56 1.76 1.56 1.36 98.10 0.01 98.11 
48.50 7.18 6.99 10.01 -0.02 -0.10 0.00 -0.05 0.03 -0.00 1.76 1.56 1.36 1.56 98.10 0.01 98.11 
48.55 7.18 6.98 10.01 -0.03 -0.10 0.00 -0.05 0.03 -0.00 1.56 1.36 1.56 1.76 98.10 0.01 98.11 
